CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCC230564,2024/10/02,Committed to Pay,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230565,2024/10/02,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230566,2024/10/03,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230567,2024/10/03,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230568,2024/10/03,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230569,2024/10/05,Part Paid,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230570,2024/10/09,Nurturing,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230571,2024/10/12,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230572,2024/10/14,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230573,2024/10/20,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230574,2024/10/21,Part Paid,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230575,2024/10/22,Nurturing,NULL,NULL,Midweek,Virtual,NULL,CP01,LC02
DMCMC22001,2022/09/08,Committed to Pay,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22002,2022/09/09,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22003,2022/09/09,Committed to Pay,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22004,2022/09/09,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22005,2022/09/09,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22006,2022/09/12,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22007,2022/09/21,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22008,2022/09/21,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC22009,2022/09/22,Closed Won,NULL,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220010,2022/09/22,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220011,2022/09/22,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220012,2022/09/26,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220013,2022/09/27,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220014,2022/09/27,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220015,2022/09/27,Part Paid,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220016,2022/09/27,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220017,2022/09/27,Nurturing,NULL,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220018,2022/09/28,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220019,2022/09/28,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220020,2022/09/28,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220021,2022/09/29,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220022,2022/10/06,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220023,2023/02/17,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220024,2023/02/17,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220025,2023/02/19,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220026,2023/02/20,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220027,2023/03/30,Closed Won,NULL,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220028,2023/03/31,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220029,2023/03/31,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220030,2023/04/01,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220031,2023/04/04,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220032,2023/04/04,Commited to Pay,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220033,2023/04/05,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220034,2023/04/06,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220035,2023/04/07,Closed Won,NULL,NULL,null,Virtual,MG07,CP01,LC02
DMCMC220036,2023/04/08,Closed Won,NULL,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220037,2023/04/11,Closed Won,NULL,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220038,2023/05/19,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220039,2023/04/20,Closed Lost,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220040,2023/05/24,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220041,2023/04/25,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220042,2023/04/25,Closed Lost,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220043,2023/04/26,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220044,2023/04/26,Closed Won,NULL,NULL,null,Virtual,MG01,CP01,LC02
DMCMC220045,2023/04/26,Prospecting,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220046,2023/04/27,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220047,2023/04/28,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220048,2023/04/29,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220049,2023/05/01,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220050,2023/05/01,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220051,2023/05/01,Nurturing,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220052,2023/05/01,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220053,2023/05/02,Nurturing,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220054,2023/05/03,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220055,2023/05/03,Closed Lost,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220056,2023/05/04,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220057,2023/05/29,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220058,2023/05/07,Prospecting,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220059,2023/05/08,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220060,2023/05/09,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220061,2023/05/09,Closed Won,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220062,2023/05/17,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220063,2023/05/25,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220064,2023/05/26,Committed to Pay,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220065,2023/05/29,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220066,2023/05/29,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220067,2023/05/30,Closed Lost,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220068,2023/06/04,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC220069,2023/06/08,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220070,2023/07/03,Closed Lost,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC220071,2023/07/06,Prospecting,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220072,2023/07/20,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC220073,2023/07/20,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220074,2023/07/21,Committed to Pay,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220075,2023/07/21,Nurturing,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC220076,2023/07/23,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220077,2023/07/27,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220078,2023/07/29,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220079,2023/07/31,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220080,2023/08/04,Part Paid,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220081,2023/08/08,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220082,2023/07/28,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220083,2023/08/10,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220084,2023/08/21,Closed Won,NULL,NULL,null,Physical,MG07,CP01,LC02
DMCMC220085,2023/08/21,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220086,2023/08/22,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220087,2023/08/25,Closed Won,NULL,NULL,null,Virtual,MG07,CP01,LC02
DMCMC220088,2023/08/28,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220089,2023/08/31,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220090,2023/09/03,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220091,2023/09/04,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC220092,2023/09/04,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220093,2023/09/06,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220094,2023/09/07,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220095,2023/09/21,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220096,2023/09/23,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220097,2023/09/23,Part Paid,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC220098,2023/09/25,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC220099,2023/09/25,Part Paid,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200100,2023/09/26,Closed Lost,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200101,2023/09/26,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200102,2023/09/27,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200103,2023/09/29,Closed Lost,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200104,2023/09/29,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200105,2023/09/29,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200106,2023/09/30,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200107,2023/10/02,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200108,2023/10/02,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200109,2023/10/03,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200110,2023/10/18,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200111,2023/10/18,Nurturing,NULL,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200112,2023/10/19,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200113,2023/10/19,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200114,2023/10/19,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200115,2023/10/20,Closed Won,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200116,2023/10/20,Closed Lost,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200117,2023/10/20,Part Paid,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200118,2023/10/21,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200119,2023/10/21,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200120,2023/10/21,Nurturing,NULL,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200121,2023/10/22,Part Paid,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200122,2023/10/22,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200123,2023/10/22,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200124,2023/10/23,Committed to Pay,NULL,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200125,2023/10/23,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200126,2023/10/23,Committed to Pay,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200127,2023/10/24,Closed Won,NULL,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200128,2023/10/24,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200129,2023/10/24,Committed to Pay,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200130,2023/10/26,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200131,2023/10/27,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200132,2023/10/27,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200133,2023/10/28,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200134,2023/10/29,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200135,2023/10/31,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200136,2023/11/01,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200137,2023/11/01,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200138,2023/11/09,Closed Lost,NULL,NULL,null,Virtual,MG12,CP01,LC02
DMCMC2200139,2023/11/10,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200140,2023/11/12,Committed to Pay,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200141,2023/11/14,Committed to Pay,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200142,2023/11/18,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200143,2023/11/21,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200144,2023/11/22,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200145,2023/11/23,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200146,2023/11/24,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200147,2023/11/24,Nurturing,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC2200148,2023/11/24,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200149,2023/11/27,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200150,2023/11/27,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200151,2023/11/28,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200152,2023/11/28,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200153,2023/11/29,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200154,2023/12/07,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200155,2023/12/14,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200156,2023/12/18,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200157,2023/12/18,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200158,2023/12/18,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200159,2023/12/18,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200160,2023/12/20,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200161,2023/12/21,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200162,2023/12/27,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200163,2023/12/27,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200164,2023/12/27,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200165,2023/12/29,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200166,2023/12/30,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200167,2023/12/30,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200168,2023/12/31,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200169,2024/01/01,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200170,2024/01/04,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200171,2024/01/04,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200172,2024/01/05,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200173,2024/01/05,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200174,2024/01/05,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200175,2024/01/10,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200176,2024/01/16,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200177,2024/01/18,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200178,2024/01/28,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200179,2024/01/28,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200180,2024/01/30,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200181,2024/01/31,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200182,2024/02/01,Closed Lost,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200183,2024/02/03,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200184,2024/02/04,Prospecting,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200185,2024/02/04,Closed Won,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200186,2024/02/05,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200187,2024/02/05,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200188,2024/02/05,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200189,2024/02/06,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200190,2024/02/09,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200191,2024/02/18,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200192,2024/02/18,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200193,2024/02/19,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200194,2024/02/19,Closed Won,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200195,2024/02/19,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200196,2024/02/19,Nurturing,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200197,2024/02/19,Closed Won,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200198,2024/02/20,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200199,2024/02/20,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200200,2024/02/21,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200201,2024/02/21,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200202,2024/02/24,Prospecting,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200203,2024/02/24,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200204,2024/02/27,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200205,2024/02/27,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200206,2024/02/28,Part Paid,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200207,2024/02/28,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200208,2024/02/28,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200209,2024/02/28,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200210,2024/02/29,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200211,2024/03/01,Prospecting,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200212,2024/03/02,Closed Won,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC2200213,2024/03/03,Nurturing,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200214,2024/03/05,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200215,2024/03/15,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200216,2024/03/16,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200217,2024/03/19,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200218,2024/03/20,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200219,2024/03/23,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200220,2024/03/24,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200221,2024/03/24,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200222,2024/03/24,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200223,2024/03/24,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200224,2024/03/24,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200225,2024/03/24,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200226,2024/03/25,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200227,2024/03/25,Closed Won,NULL,NULL,null,Physical,MG12,CP01,LC02
DMCMC2200228,2024/03/26,Part Paid,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200229,2024/03/27,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200230,2024/03/30,Closed Won,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200231,2024/03/31,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200232,2024/04/01,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200233,2024/04/02,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200234,2024/04/09,Closed Lost,NULL,NULL,null,Physical,MG01,CP01,LC02
DMCMC2200235,2024/04/11,Closed Lost,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200236,2024/04/20,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200237,2024/04/21,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200238,2024/04/23,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200239,2024/04/23,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200240,2024/04/24,Closed Lost,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200241,2024/04/24,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200242,2024/04/24,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200243,2024/04/27,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200244,2024/04/27,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200245,2024/04/28,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200246,2024/04/29,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200247,2024/04/29,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200248,2024/05/01,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200249,2024/05/01,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200250,2024/05/01,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200251,2024/05/02,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200252,2024/05/05,Nurturing,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200253,2024/05/05,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200254,2024/05/06,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200255,2024/05/06,Committed to Pay,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200256,2024/05/06,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200257,2024/05/09,Closed Lost,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200258,2024/05/21,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200259,2024/05/21,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200260,2024/05/26,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200261,2024/05/27,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200262,2024/05/27,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200263,2024/05/27,Closed Lost,NULL,NULL,null,Physical,MG06,CP01,LC02
DMCMC2200264,2024/05/28,Part Paid,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200265,2024/05/28,Committed to Pay,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200266,2024/05/29,Committed to Pay,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200267,2024/05/29,Nurturing,NULL,NULL,null,Physical,MG06,CP01,LC02
DMCMC2200268,2024/05/29,Closed Won,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200269,2024/05/30,Nurturing,NULL,NULL,null,Physical,MG04,CP01,LC02
DMCMC2200270,2024/05/30,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200271,2024/05/30,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200272,2024/05/31,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200273,2024/05/31,Closed Won,NULL,NULL,null,Virtual,NULL,CP01,LC02
DMCMC2200274,2024/06/02,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200275,2024/06/03,Nurturing,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200276,2024/06/03,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200277,2024/06/04,Prospecting,NULL,NULL,null,Physical,NULL,CP01,LC02
